 ,投稿日時,テキスト,URL,imp,リプライ数,RT数,いいね数,引用数,投稿アプリ,@,名前,自己紹介,フォロー数,フォロワー数,ツイート数,アカウント作成日,
,2026/01/22 21:42,会社に行かなくてよくなったら…朝5時に起きてウォーキングして、そのあとカフェのモーニングでエッグベネディクト食べながら読書して、別のカフェに移動してパソコンでちょっと仕事して、そんな生活できるなあ🥰って夢見てたけど、まず会社がないと朝5時になんて起きれないことに気づいた。,https://twitter.com/miimo_writing/status/2014317723044778425,605,3,0,19,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 17:05,悩んで迷って・・・やらない！！！！っていう選択するんだったら、その時間ほんとに無駄だよね🥲私もめちゃくちゃ悩む派だったけど、やる！！！！って決断するようになってからだいたいのことがうまくいきだした。,https://twitter.com/miimo_writing/status/2014248030141321662,454,1,0,17,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 16:45,こんなこと言うと、批判殺到するかもだけど🥹コンテンツ販売甘く見すぎてる人多いと思う。というか、さも、簡単そうに！誰でもできる、かのように！語ってる発信者が多すぎる！よくない！事実、コンテンツ作るのは、「テンプレパターン」さえ知っておけば、こんな凡人主婦でもぽんぽこ作れるので、簡単と言わざるを得ないです😇笑作るって、意外と誰でもできます。なんですが・・・！！！バッコバコ、それはもう毎日ピロンピロン次から次へと売れ続けるかどうかは、まったくの別問題。むしろ、そんな人は上位1％だと思っていいです。実際のところ、私だって完全に発信止めたらコンテンツなんて売れないです。売れるわけないです。だって誰にも見られないんだから😇つまり、もし、コンテンツができたとしても発信がへたっぴだったら誰にも見向きもされないってこと。だから、当たり前だけど、自分が上位1％に入る気満々で、売れてる人の発信とか、LINEやメルマガでどんな配信してるかどうかは血まなこで、隅々までチェックしておかないといけない。まあ、そんなことする人は100人いても1人いるかどうかだから、やり続けてるだけで勝てる世界とか言われるんだよね☺️さすがにやる気失わせちゃったかな🥹これ見て燃える人は変態だと思う。いい意味で。,https://twitter.com/miimo_writing/status/2014243022414999579,1513,1,1,36,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 09:41,こんなさっっっぶい日でも、朝5時とかに起きて7時に保育園送って、そこから1時間かけて職場に行くなんて…ごめん、もう一生考えられない！ぜったいに戻りたくない😭😭😭改めてワーママ勢はほんとうにすごいことをやってる。フルタイムだとこれが毎日。ほんとにお疲れさまです🙏私は6年くらいしか耐えられなかった。堪え性なしです。はい。でも、ワーママしながら、会社以外に固定の仕組みみたいな収入源作っておいて本当に良かったとは思う。残りの30年、寒い日は家に閉じこもり、朝は8時くらいに起きて、ゆるりと本を読みながら、細々と稼ぐ方に舵切れましたからね🥲,https://twitter.com/miimo_writing/status/2014136238111125948,794,0,0,12,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/21 17:19,子育てしながら𝕏で累計2000万くらい稼いだけど、最初の月5万作った時にやったことってこれだけ。👇①専門家になりきる✔︎とにかくプロになるために勉強する（私はライティング勉強しまくった）✔︎実績は点で切る（3日で/24時間で/48時間で）✔︎プロフは「実績＋専門＋フォローメリット＋一言ストーリー」※勉強中/初心者です は書かない（売り物にならんから）②ノウハウを8割ぶん投げる✔︎最初の1〜2ヶ月はマインド語らんでOK（自分の学びになる＆見る人増えて一石二鳥）✔︎教材/本/強者の投稿から学んだことを自分の言葉に言い換えて毎日出す✔︎自分が昔つまずいた悩み＝そのままネタ（リード文、長文、企画、プロフィール etc）③集客はアタック型でいい✔︎同業の発信者のフォロワーから探す（濃い層に当たる）✔︎1回5フォロー×1時間おき、合計1日30くらい目安※一気にやると凍結リスクあるから刻む④教育は未来の映像を見せる✔︎教育＝知識披露じゃなくて、関心度を上げること✔︎ベネフィットを具体シーンで語る例えば、家族旅行中に売れてたとかめっちゃ相談が来るとかありがとうって言われるとか「その未来、欲しくない？」をこすり回す⑤販売は商品を置くだけ✔︎とにかくまず商品を作らないと始まらん（服屋に服がない状態から脱却）✔︎最短ルートは教材2〜3個のごった煮→自分の体験を混ぜて独自化✔︎ファンができてればゴリ押ししなくても勝手に売れるけっこうシンプルですし。正直今でもこれ回してるだけ。ちなみに、もっと細かく「ポストは何をどう書くか」「プロフィールの型」「ノウハウの出し方テンプレ」こういうの丸ごと解説したやつメルマガ&LINEで無料公開してます。欲しい人は固定ポストのLINE登録して「マスター講座」って送ってみてください👋,https://twitter.com/miimo_writing/status/2013889176484356364,1159,0,1,32,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/21 10:28,やばばばばb起きたら500万インプって、どんだけ伸びるねん🤣例のポストのせいで、フォロワーが増えすぎております…！！この胡散草界隈で、今一番勢いがあるのは、間違いなく私です。「リプしたり引用して乗っかっておくと、もれなくインプ爆増して𝕏収益化できるかも？あなたの勢いもマシマシになるしお得ですよ🥰」っていう、よくあるエンゲージメント商法ってあるじゃないですか。でも実は、フォロワー数なんかよりも 100倍くらい売り上げに関係する「数値」があるんですよね。（あ、でもフォローしてもらえるのは普通にめちゃくちゃ嬉しいです。ありがとうございます☺️）実際のところ、インプとかフォロワー数をどれだけ必死に増やしても、ここが死んでたら売上1ミリも動きません。「フォロワー1万人いるけど、ぶっちゃけ生活はキビい…」 っていう発信者、裏では山ほど見てきました😐逆に、この「数」を伸ばす方法さえ知ってれば、少ないフォロワー数でもちゃんと「生活の土台」を支える収益は作れます。地道に、泥臭く、比較検証し続けた人だけが見える景色。 ちなみに、これ、なんの数値かわかる人いる？🙏固定ポスト見て勉強してる人は、だいたいわかると思う！正解だと思うものをリプ欄に書いてみてください👌,https://twitter.com/miimo_writing/status/2013785696759357801,1543,2,0,33,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/21 00:01,「あー、復帰したくない・・・この子の成長、1ミリも見逃したくない・・・」6年前、本気でそう思ってたけど、結局イヤイヤ会社に戻ったんですよね🥹あの頃の私、まじで情弱すぎた。会社に戻る以外に収入確保できる道があるなんて、知らなかったんだから。でも、今ならはっきり言える。コンテンツ販売を一通り回せるようになると 家でゴロゴロしながら稼ぐのは非常に簡単になります😇マジで。しかも、休みたい時に休める。子育ての合間の気分転換みたいな感じで働く。そんな嘘みたいな最強ルートがね、あるんですよ実は。最近さらに解像度上がってきて、ちょっとニヤけてます☺️固定ポストから情報流しますね。特に、育休から復帰したくない「復帰イヤイヤ期のママ」絶対チェックしといてください👌,https://twitter.com/miimo_writing/status/2013628020280696966,3358,2,2,30,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/20 18:50,超えられなかったフォロワー〇000人の壁100万バズのせいで超えてしまいそう…🥹,https://twitter.com/miimo_writing/status/2013549681578766701,2219,1,1,16,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/20 17:21,昼くらいまで1万インプくらいやったのに通知やべえ笑,https://twitter.com/miimo_writing/status/2013527371911959015,2191,3,0,18,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/28 12:13,別に私は「頑張りたい」からビジネスやってるわけじゃない。人間だもの。どちらかというと楽したい🙄というか、結果出すために例えば夜通しひたすらやってたら、周りから見たら「頑張ってる」になっていただけ。やり方合ってて夢中になれる人なら、勝手に結果は出る。情報発信はもはや趣味✨,https://twitter.com/miimo_writing/status/2027582793228718440,597,2,1,34,0,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/27 18:15,抱っこじゃないと許さないマン😡になってきて、いよいよ育児はじまってきたなって思う,https://twitter.com/miimo_writing/status/2027311619110572161,588,4,0,29,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/27 12:04,毎回100点満点でいいカッコしいの全力パフォーマンスしようとしてる人にいいたい！！！いや、そのマインドも大事なんですけど私はそれよりも「10点でいいから100個出せ」っていう成功者の言葉をうのみにしたからうまくいっただけなんですよね🥲あと、上級者は“緩急つける”のが上手。,https://twitter.com/miimo_writing/status/2027218183107510707,450,1,1,28,0,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/26 12:19,なんかよく、　「えー！その発想はなかった！」とか「よくそんなの思いつきますね」とか「新しい観点だ」とか言われたりするんですけど・・・私みたいな定型「ザ・普通」な人間でもそんなこと言ってもらえるってネットの世界の人たちって優しいな〜って思います🥺ただ、ある程度勉強するとどの業界、どのジャンルであってもだいたい大きく稼ぎたいならここしかないよなーという“黄金パターン”ってのが見えてくるんです。,https://twitter.com/miimo_writing/status/2026859563467641267,299,0,1,9,0,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/25 12:21,仮にトレースだとしても、あの人の劣化版だとしても、いいやん。結果出てればOK。な考えじゃだめ？パクリっていうと批判されるかもしれないのはわかってるけどオリジナルでやると間違いなく結果でない人種はいる🥲ソースは私。結果でそうにない人に、「オリジナル考えてやれ」ってめちゃくちゃ残酷だと思う。だから、私は、トレースして結果出す方法を極めたし、そこからちょっとずつ自分の挑戦入れていけばいいと思う。,https://twitter.com/miimo_writing/status/2026497703539036480,1888,0,1,41,2,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/24 12:32,ベビーベッドから飛び出してる赤ちゃんのクリームパンみたいなおてて見ながらパソコンぽちぽちしてるだけで稼げる世界線・・・感動するわ🥲この時代に生まれてよかた。月5万でも3万でもさ、すごいことだと思うんだよね。,https://twitter.com/miimo_writing/status/2026138071163613388,1102,1,1,25,1,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/24 12:14,誰も言わないからほんとのこといいます。泣いちゃったらごめん。ほとんどの人はマンツーマンで教えてもらわないと稼ぐって難しいです。,https://twitter.com/miimo_writing/status/2026133562798301519,16245,14,2,133,4,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/17 20:15,今、人生史上最高にノンストレスすぎて幸せボケしててごめんなさい🥲🙏ちょっと前に流行ってた「好きなことして生きていく」っていうやつ。そうなりつつある。嘘やと思ってたし、そんなわけねーだろって捻くれてた🥲好きなことしかしてないのにお金もらえるとかありえんって、拒否してた。でも、今、感覚的にほんとに好きなことしかしてなくて、お金もらえてるのが不思議。赤ちゃんいて、週に5.6時間しか使えてないのに、これはどうなってるんだ？（先週あたりから若干忙しくて𝕏おざなりですみません）,https://twitter.com/miimo_writing/status/2023717934557016570,476,0,0,20,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/10 00:40,𝕏はじめて1年ちょいで売上1000万超えたけど、実はここだけの話、それまでに𝕏じゃないところでバカみたいに時間溶かしてたんだよね…1年くらいかけてTOEICの勉強したり、パソコンも持ってないのになぜか本でデザインガリガリ勉強したり…あの頃の私に教えてあげたい😭「スキルなんて、知識なんて、後からでいいんだよ」って😭遠回りした分、今になって近道がハッキリわかる。ああー、ほんまに教えてあげたい・・・最速ショートカットコースを・・・,https://twitter.com/miimo_writing/status/2020885601701281955,619,0,0,22,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/08 21:09,はあ…1人目の育休中にこのやり方に出会いたかった🥲6年前なにやってたんだたわし😭😭😭,https://twitter.com/miimo_writing/status/2020470090299220458,611,0,0,15,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/05 23:47,赤ちゃんが💩爆漏れで、マットもドロドロなって、着替えさせて、うんち服お風呂でこすって、ふきふきして、みたいなことを1日2.3回やってるんだけど、その様子をいつも横で見てる6歳娘。歯ブラシくわえながら無表情でポツリと言ったひとことが↓「…赤ちゃんってめっちゃ大変なんやね」いやいや、大変やけども！🤣世話する視点で見てることにかーちゃんはとても驚いたよ🤣6歳が大変と思うくらいは大変らしいです。笑,https://twitter.com/miimo_writing/status/2019422753724723545,1182,3,0,21,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/05 18:51,久々にワーママ友達と話す機会があったんだけど、「お金ないやばいー」「銀行口座もカードの請求も怖くて見れないー」と言いながら、YouTubeショート見て、ドラマ見て、バレリーナカプチーナがなんちゃらいうてる子どもの相手して休日過ごしてるわ〜って言ってて、まぁそれが普通よなって思った🥺𝕏にいる主婦がそもそもおかしいんだよね。子ども寝かしつけてから目しょぼしょぼさせながらポスト書いて数字見て記事まで書いて今日じゃなくて半年後とか1年後を見てるってすげえことやで。周りすごいから落ち込む、、、みたいな人多いけど、このポストここまで読んでる時点で上位1%主婦なんやでホンマ😭,https://twitter.com/miimo_writing/status/2019348048456151105,2243,0,1,37,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/04 16:18,あんまでかい声でいえないんですけど、最近コンテンツ販売とは別口で月5万〜10万くらいの固定収入得られてるんですよね。（週に5、6時間くらいの稼働で）まあぜんぜん楽稼ぎではないんですけど、コンテンツ販売経験者なら、片手間でできるやつ。こういうの需要あるんかね🤔いいね多かったらどこかで公開するかも〜,https://twitter.com/miimo_writing/status/2018947277805752446,1923,5,0,57,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/03 14:49,あっちの文字SNS見てるとみんな、いかに「努力せずに」「お金かけずに」「そのままのわたしで」「ちょっとだけいい生活」を手に入れるか探しをしている一生。それさ、テレビで野球見てヤジ飛ばしてビールの空き缶投げつける関西のおっさんと一緒🍻↑ちなみに、これわかる人治安悪いw,https://twitter.com/miimo_writing/status/2018562507334660571,1217,2,0,22,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/03 13:20,脳死作業自動化ツール（無料）に出会ってしまったかも・・・公式LINEで「解放」って送ったら、2月3日の23時まで無料で読めます。メンバーシップ限定記事に上げる予定👌,https://twitter.com/miimo_writing/status/2018540183218766185,332,0,0,11,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/03 10:48,子どもが0、1、2歳の時期って生きてるだけで飛ぶように時間過ぎていくのに、この時期に発信して稼いでる人たちバケモンでしょ。本業しながらとか千手観音かよ。ありえんよ🥲今は赤ちゃん期堪能するだけでほんまに忙しい。そういえば、長女の時は泣きながら保育園探してたな🥲誰に宣言することもなく1人で目指してたささやかな幸せはもう叶っているので、あとは近しい人だけに還元していく🙏,https://twitter.com/miimo_writing/status/2018501799096045947,850,3,0,24,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/03 08:26,だいたいなんでも平均点。好きなことも嫌いなこともたいしてなくて、食うために仕事して、仕事のために食っている。釣りとかサイクリングとか旅行とか趣味がある人を羨ましがり、年がら年中趣味探ししてる。そんな人には情報発信おすすめ☺️趣味で稼げてしかも人生レベルで学びになることばっか。どのくらい稼げるかは、プロフィールに書いてます⭕️,https://twitter.com/miimo_writing/status/2018466153656672561,433,0,0,8,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/28 12:13,別に私は「頑張りたい」からビジネスやってるわけじゃない。人間だもの。どちらかというと楽したい🙄というか、結果出すために例えば夜通しひたすらやってたら、周りから見たら「頑張ってる」になっていただけ。やり方合ってて夢中になれる人なら、勝手に結果は出る。情報発信はもはや趣味✨,https://twitter.com/miimo_writing/status/2027582793228718440,597,2,1,34,0,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/27 18:15,抱っこじゃないと許さないマン😡になってきて、いよいよ育児はじまってきたなって思う,https://twitter.com/miimo_writing/status/2027311619110572161,588,4,0,29,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/27 12:04,毎回100点満点でいいカッコしいの全力パフォーマンスしようとしてる人にいいたい！！！いや、そのマインドも大事なんですけど私はそれよりも「10点でいいから100個出せ」っていう成功者の言葉をうのみにしたからうまくいっただけなんですよね🥲あと、上級者は“緩急つける”のが上手。,https://twitter.com/miimo_writing/status/2027218183107510707,450,1,1,28,0,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/26 12:19,なんかよく、　「えー！その発想はなかった！」とか「よくそんなの思いつきますね」とか「新しい観点だ」とか言われたりするんですけど・・・私みたいな定型「ザ・普通」な人間でもそんなこと言ってもらえるってネットの世界の人たちって優しいな〜って思います🥺ただ、ある程度勉強するとどの業界、どのジャンルであってもだいたい大きく稼ぎたいならここしかないよなーという“黄金パターン”ってのが見えてくるんです。,https://twitter.com/miimo_writing/status/2026859563467641267,299,0,1,9,0,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/25 12:21,仮にトレースだとしても、あの人の劣化版だとしても、いいやん。結果出てればOK。な考えじゃだめ？パクリっていうと批判されるかもしれないのはわかってるけどオリジナルでやると間違いなく結果でない人種はいる🥲ソースは私。結果でそうにない人に、「オリジナル考えてやれ」ってめちゃくちゃ残酷だと思う。だから、私は、トレースして結果出す方法を極めたし、そこからちょっとずつ自分の挑戦入れていけばいいと思う。,https://twitter.com/miimo_writing/status/2026497703539036480,1888,0,1,41,2,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/24 12:32,ベビーベッドから飛び出してる赤ちゃんのクリームパンみたいなおてて見ながらパソコンぽちぽちしてるだけで稼げる世界線・・・感動するわ🥲この時代に生まれてよかた。月5万でも3万でもさ、すごいことだと思うんだよね。,https://twitter.com/miimo_writing/status/2026138071163613388,1102,1,1,25,1,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/24 12:14,誰も言わないからほんとのこといいます。泣いちゃったらごめん。ほとんどの人はマンツーマンで教えてもらわないと稼ぐって難しいです。,https://twitter.com/miimo_writing/status/2026133562798301519,16245,14,2,133,4,Twimatic App escape2 SA,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/17 20:15,今、人生史上最高にノンストレスすぎて幸せボケしててごめんなさい🥲🙏ちょっと前に流行ってた「好きなことして生きていく」っていうやつ。そうなりつつある。嘘やと思ってたし、そんなわけねーだろって捻くれてた🥲好きなことしかしてないのにお金もらえるとかありえんって、拒否してた。でも、今、感覚的にほんとに好きなことしかしてなくて、お金もらえてるのが不思議。赤ちゃんいて、週に5.6時間しか使えてないのに、これはどうなってるんだ？（先週あたりから若干忙しくて𝕏おざなりですみません）,https://twitter.com/miimo_writing/status/2023717934557016570,476,0,0,20,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/10 00:40,𝕏はじめて1年ちょいで売上1000万超えたけど、実はここだけの話、それまでに𝕏じゃないところでバカみたいに時間溶かしてたんだよね…1年くらいかけてTOEICの勉強したり、パソコンも持ってないのになぜか本でデザインガリガリ勉強したり…あの頃の私に教えてあげたい😭「スキルなんて、知識なんて、後からでいいんだよ」って😭遠回りした分、今になって近道がハッキリわかる。ああー、ほんまに教えてあげたい・・・最速ショートカットコースを・・・,https://twitter.com/miimo_writing/status/2020885601701281955,619,0,0,22,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/02/08 21:09,はあ…1人目の育休中にこのやり方に出会いたかった🥲6年前なにやってたんだたわし😭😭😭,https://twitter.com/miimo_writing/status/2020470090299220458,611,0,0,15,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
